,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
229,123.8,124.85,123.63,124.34,113.131457007,3380494,0.0000,1.0,2020-12-30
230,125.35,125.48,123.24,123.8,112.640134932,3487007,0.0000,1.0,2020-12-29
231,125.1,126.6,124.46,124.82,113.56818774,3583222,0.0000,1.0,2020-12-28
232,125.0,125.1,124.21,124.69,113.4499065,1761122,0.0000,1.0,2020-12-24
233,123.88,125.21,123.74,123.9,112.731120501,2693889,0.0000,1.0,2020-12-23
234,123.31,124.22,122.41,123.61,112.46726235,4337757,0.0000,1.0,2020-12-22
235,123.97,124.18,121.72,123.39,112.267094097,6115671,0.0000,1.0,2020-12-21
236,125.59,126.4,124.97,125.85,114.505339105,7552845,0.0000,1.0,2020-12-18
237,126.08,126.09,124.91,125.55,114.232382397,3787962,0.0000,1.0,2020-12-17
238,125.93,126.5728,125.286,125.55,114.232382397,4530096,0.0000,1.0,2020-12-16
239,124.39,125.93,123.44,125.93,114.57812756,4359601,0.0000,1.0,2020-12-15
240,125.32,126.2435,123.47,123.53,112.394473895,5050023,0.0000,1.0,2020-12-14
241,124.08,125.51,123.61,124.27,113.067767108,4481416,0.0000,1.0,2020-12-11
242,126.35,126.93,124.94,124.96,113.695567537,4803172,0.0000,1.0,2020-12-10
243,125.8,127.69,125.7,126.79,115.360603457,6513517,0.0000,1.0,2020-12-09
244,125.32,126.33,124.64,125.71,114.377959308,5395024,0.0000,1.0,2020-12-08
245,126.49,126.97,124.57,124.7,113.459005057,8318500,0.0000,1.0,2020-12-07
246,123.97,127.38,123.64,127.2,115.733644292,5522760,0.0000,1.0,2020-12-04
247,124.16,124.86,123.29,123.61,112.46726235,4548161,0.0000,1.0,2020-12-03
248,122.85,124.64,122.41,124.62,113.386216601,3690737,0.0000,1.0,2020-12-02
249,123.9,125.83,123.08,123.16,112.057827288,5099334,0.0000,1.0,2020-12-01
250,124.1,125.0,123.09,123.52,112.385375338,5987991,0.0000,1.0,2020-11-30
251,124.2,125.313,123.91,124.35,113.140555564,2091186,0.0000,1.0,2020-11-27
252,122.93,124.33,122.11,124.2,113.00407721,4135894,0.0000,1.0,2020-11-25
253,120.86,124.73,120.805,124.42,113.204245462,7535949,0.0000,1.0,2020-11-24
254,117.43,120.515,117.27,120.09,109.264570307,5655119,0.0000,1.0,2020-11-23
255,117.6,118.04,116.69,116.94,106.39852487,5024593,0.0000,1.0,2020-11-20
256,116.54,117.45,115.89,117.18,106.616890237,3439648,0.0000,1.0,2020-11-19
257,117.72,118.88,116.75,116.77,106.243849402,4606828,0.0000,1.0,2020-11-18
258,117.6,118.54,117.07,117.7,107.090015198,4134455,0.0000,1.0,2020-11-17
259,118.3,118.55,117.12,118.36,107.690519956,5293385,0.0000,1.0,2020-11-16
260,115.19,117.37,115.01,116.85,106.316637858,4683512,0.0000,1.0,2020-11-13
261,115.63,116.37,113.48,114.5,104.178476977,6500799,0.0000,1.0,2020-11-12
262,118.12,118.35,116.22,117.2,106.635087351,4289601,0.0000,1.0,2020-11-11
