,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
207,1967.7,1990.0,1952.0,1955.95,1949.6772,602162,0.0000,1.0,2021-02-09
208,1931.2,1968.25,1929.05,1951.5,1945.2415,702232,0.0000,1.0,2021-02-08
209,1933.0,1944.2,1920.0,1924.0,1917.8297,322014,0.0000,1.0,2021-02-05
210,1921.0,1939.7,1905.05,1923.95,1917.7798,1619015,0.0000,1.0,2021-02-04
211,1927.0,1951.0,1900.0,1930.3,1924.1095,921546,0.0000,1.0,2021-02-03
212,1915.7,1938.3,1855.0,1926.45,1920.2718,1088933,0.0000,1.0,2021-02-02
213,1845.2,1904.7,1845.2,1895.35,1889.2715,818509,0.0000,1.0,2021-02-01
214,1896.7,1911.75,1830.0,1843.15,1837.2389,926815,0.0000,1.0,2021-01-29
215,1879.0,1923.35,1870.15,1876.6,1870.5817,2069380,0.0000,1.0,2021-01-28
216,1930.2,1930.2,1888.0,1895.25,1889.1719,1740178,0.0000,1.0,2021-01-27
217,2052.0,2052.0,1932.2,1939.7,1933.4793,1345520,0.0000,1.0,2021-01-25
218,2114.8,2115.9,2035.2,2049.65,2043.0767,507943,0.0000,1.0,2021-01-22
219,2082.0,2119.8,2075.0,2097.85,2091.1221,1545088,0.0000,1.0,2021-01-21
220,2022.5,2058.05,2001.25,2054.85,2048.26,488577,0.0000,1.0,2021-01-20
221,1994.0,2030.9,1993.65,2016.3,2009.8337,591919,0.0000,1.0,2021-01-19
222,1940.0,1996.6,1922.65,1983.5,1977.1388,1363505,0.0000,1.0,2021-01-18
223,1960.0,1973.15,1920.15,1937.6,1931.386,1266407,0.0000,1.0,2021-01-15
224,1939.1,1966.5,1936.05,1960.6,1954.3123,1829840,0.0000,1.0,2021-01-14
225,1964.8,1974.95,1918.65,1939.1,1932.8812,474934,0.0000,1.0,2021-01-13
226,1910.0,1960.0,1900.0,1956.65,1950.375,497793,0.0000,1.0,2021-01-12
227,1935.0,1938.9,1892.25,1897.0,1890.9163,415573,0.0000,1.0,2021-01-11
228,1920.9,1938.2,1912.7,1933.05,1926.8506,299804,0.0000,1.0,2021-01-08
229,1921.9,1945.2,1905.65,1911.0,1904.8714,564975,0.0000,1.0,2021-01-07
230,1968.0,1968.0,1905.0,1914.15,1908.0112,864039,0.0000,1.0,2021-01-06
231,1972.05,1984.0,1956.0,1966.0,1959.695,338549,0.0000,1.0,2021-01-05
232,1988.55,1997.9,1967.9,1990.65,1984.2659,345853,0.0000,1.0,2021-01-04
233,1986.15,1997.3,1982.3,1987.15,1980.7771,157713,0.0000,1.0,2021-01-01
234,1994.75,2011.0,1980.0,1984.65,1978.2852,465795,0.0000,1.0,2020-12-31
235,1992.55,2006.85,1975.9,1995.5,1989.1004,224277,0.0000,1.0,2020-12-30
